處理的字串,predict
唱一首小蘋果,(3 6 song)
我要聽煙花易冷,(3 7 song)
我想要聽周杰倫的告白氣球,(4 7 artist) (8 12 song)
我要聽費玉清的歌,(3 6 artist)
我要聽走到飛,(3 6 song)
播歌,(0 2 song)
我要聽rice的歌,(3 6 song)
我要聽心靈音樂,(3 7 category)
我要聽陳奕迅的歌,(3 6 artist)
我要聽新歌排行榜,(5 8 keyword)
我要聽日文歌,(3 5 language)
我要聽小星星,(3 6 song)
陳小春,(0 3 artist)
我要聽情歌精選,(3 5 theme)
我要聽悲傷的歌曲,(3 5 theme)
沙漠駱駝,(0 4 song)
我要聽 Misia 的歌,(4 7 song)
我要聽買榜,(3 5 song)
我要聽買榜,(3 5 song)
我要聽古典音樂,(3 5 category)
寶貝寶貝,(0 4 song)
我要聽我好嗎,(3 6 song)
蕭亞軒,(0 3 artist)
我要聽林俊傑的歌,(3 6 artist)
愛我你就抱抱我,(0 7 song)
我要聽獨立音樂,(3 5 category)
胡彥斌,(0 3 artist)
我要聽買榜,(3 5 song)
我要聽陳綺貞的歌,(3 6 artist)
學貓叫,(0 3 song)
我要聽兒歌,(3 5 song)
兩隻老虎,(0 4 song)
愛我你就抱抱我,(0 7 song)
我要聽王菲的歌,(3 5 album)
我要聽蔡依林的歌,(3 6 artist)
我要聽鳳飛飛的歌,(3 6 artist)
播放音樂,(0 4 song)
我要聽我好嗎,(3 6 song)
播爵士樂,(1 3 category)
我要聽樂華七子,(3 7 artist)
胡彥斌,(0 3 artist)
我聽伍佰歌手歌,(2 4 artist)
白安,(0 2 artist)
我要聽嘻哈音樂,(3 5 category)
葉倩文的哭砂,(0 3 artist) (4 6 song)
愛我你就抱抱我,(0 7 song)
我要聽紅蜻蜓,(3 6 song)
兩隻老虎,(0 4 song)
黃鶯鶯的哭砂,(0 3 artist) (4 6 song)
我要聽橄欖樹,(3 6 song)
我要聽田馥甄的歌,(3 6 artist)
我要聽月琴,(3 5 song)
我要聽粵語歌,(3 5 language)
我要聽吳卓源的歌,(3 6 artist)
唱一首小蘋果,(3 6 song)
我要聽周興哲的歌,(3 6 artist)
我要告白氣球,(2 6 song)
播放一曲相思,(2 6 song)
播放,(0 2 audiobook_category)
涼涼,(0 2 song)
我要聽王力宏的歌,(3 6 artist)
唱一首小蘋果,(3 6 song)
我要聽相聲,(3 5 audiobook_category)
我要聽兒歌,(3 5 song)
大悲咒,(0 3 song)
我要聽橄欖樹,(3 6 song)
我要聽留不住的故事,(3 9 song)
往後餘生,(0 4 song)
我要聽我好嗎,(3 6 song)
我要聽派對動物,(3 7 song)
學貓叫,(0 3 song)
我要聽蔡琴的歌,(3 5 artist)
我要聽獨立音樂,(3 5 category)
我要聽浪漫的音樂,(3 5 theme)
我要聽迪士尼音樂,(3 5 song)
播放一曲相思,(2 6 song)
我要聽獨立音樂,(3 5 category)
我要聽粵語歌,(3 5 language)
我要聽蔡依林的歌,(3 6 artist)
謝金燕姐姐,(0 3 artist)
冰雪奇緣主題曲,(4 7 song)
沙漠駱駝,(0 4 song)
我要聽相聲選粹,(3 7 audiobook)
我要聽吳卓源的歌,(3 6 artist)
我要聽梁靜茹的歌,(3 6 artist)
我要聽相聲,(3 5 audiobook_category)
涼涼,(0 2 song)
我要聽街角的祝福,(3 8 song)
播放音樂,(0 4 song)
我要聽薛之謙的歌,(3 6 artist)
我想聽流行音樂,(3 5 keyword)
我要聽新歌,(3 5 keyword)
播放一曲相思,(2 6 song)
華語排行榜,(0 2 language)
我要聽周杰倫的歌,(3 6 artist)
我要聽歪批三國,(3 7 song)
我要聽搖滾音樂,(3 5 category)
我要聽王力宏的歌,(3 6 artist)
我要聽玖壹壹的歌,(3 6 artist)
播放起風了,(2 5 song)
我要聽悲傷的歌曲,(3 5 theme)
我要聽洗澡歌,(3 6 song)
我要聽音樂,(0 5 song)
我要聽爵士音樂,(3 5 category)
康康,(0 2 artist)
我要聽華語新歌,(3 5 language)
涼涼,(0 2 song)
我要聽搖滾音樂,(3 5 category)
我要聽鬼故事,(3 6 audiobook_category)
我要聽于文文的歌,(3 6 artist)
我要聽張雨生的歌,(3 6 artist)
我要聽周杰倫的歌,(3 6 artist)
我要聽買榜,(3 5 song)
兩隻老虎,(0 4 song)
我要聽李千娜的歌,(3 6 artist)
播放一曲相思,(2 6 song)
國羽音樂,(0 2 language)
唱一首小蘋果,(3 6 song)
播放音樂,(0 4 song)
我要聽費玉清的歌,(3 6 artist)
我要聽熱門歌曲,(3 5 keyword)
我要聽床邊故事,(3 7 audiobook_category)
來首無言的結局,(2 7 song)
播放小幸運,(2 5 song)
幫我播潘越雲的歌,(3 6 artist)
我要聽陳綺貞的歌,(3 6 artist)
鄭秀文,(0 3 artist)
我要聽蕭敬騰的歌,(3 6 artist)
我要聽于文文的歌,(3 6 artist)
我要聽費玉清的歌,(3 6 artist)
幫我放韋禮安的還是會,(3 6 artist) (7 10 song)
我要聽英文歌曲排行榜,(3 5 language) (7 10 keyword)
我要聽莫文蔚的歌,(3 6 artist)
我要聽詹雅雯的歌,(3 6 artist)
我要聽華語新歌,(3 5 language)
播放一曲相思,(2 6 song)
我要聽搖滾音樂,(3 5 category)
兩隻老虎,(0 4 song)
我要聽歪批三國,(3 7 song)
播放韓語歌,(2 4 language)
我要聽搖滾音樂排行榜,(3 5 category) (7 10 keyword)
我要聽台語歌,(3 5 language)
靜子歌,(0 2 song)
我要聽快樂頌,(3 6 song)
我要聽天使中的魔鬼,(7 9 song)
我要聽防彈少年團的歌,(3 8 artist)
我要聽相聲,(3 5 audiobook_category)
我要聽買榜,(3 5 song)
播放熱門歌曲,(2 4 keyword)
我要聽李聖傑的歌,(3 6 artist)
我要聽走到飛,(3 6 song)
我要聽小蘋果,(3 6 song)
我要聽周杰倫的歌,(3 6 artist)
我要聽鄧麗君的歌,(3 6 artist)
我要聽光年之外,(3 7 song)
我要聽光年之外,(3 7 song)
播放音樂,(0 4 song)
我要聽伍佰的歌,(3 6 album)
我要聽搖滾音樂,(3 5 category)
我要聽嘻哈音樂,(3 5 category)
我要聽台語排行榜,(3 5 language)
我要聽王力宏的歌,(3 6 artist)
我要聽張學友的歌,(3 6 artist)
我要聽周杰倫的歌,(3 6 artist)
我要聽鬼故事,(3 6 audiobook_category)
播放音樂,(0 4 song)
學貓叫,(0 3 song)
say say say,(0 3 song)
播放richard clapton,(0 7 song)
我要聽詹雅雯的歌,(3 6 artist)
陳淑樺的歌,(0 3 artist)
我要聽鳳飛飛的歌,(3 6 artist)
我要聽周杰倫的歌,(3 6 artist)
我要聽快樂天堂,(3 7 song)
兩隻老虎,(0 4 song)
沙漠駱駝,(0 4 song)
我要聽周杰倫的歌,(3 6 artist)
兩隻老虎,(0 4 song)
我要聽江蕙的歌,(3 5 artist)
我要聽獨立音樂,(3 5 category)
爵士樂,(0 2 category)
大悲咒,(0 3 song)
我要聽熱門歌曲,(3 5 keyword)
我要聽古典音樂,(3 5 category)
我要聽英文版綠野仙蹤,(3 10 audiobook)
我要聽獨立音樂,(3 5 category)
我要聽買榜,(3 5 song)
我要聽小星星,(3 6 song)
我要聽走到飛,(3 6 song)
我要聽爵士音樂,(3 5 category)
我要聽對面的女孩看過來,(3 11 song)
黃鶯鶯,(0 3 artist)
我要聽鄧麗君的歌,(3 6 artist)
西洋音樂,(0 2 language)
唐海姑娘,(2 4 song)
我要聽周杰倫的歌,(3 6 artist)
我要聽 Alan Walker 的歌,(4 7 artist)
披頭四,(0 3 song)
蘇芮,(0 2 artist)
我要聽節奏藍調音樂,(3 7 category)
我要聽月琴,(3 5 song)
康康,(0 2 artist)
我要聽爵士音樂,(3 5 category)
兩隻老虎,(0 4 song)
我要聽搖滾音樂,(3 5 category)
我要聽日語排行榜,(3 5 language)
我要聽玖壹壹的歌,(3 6 artist)
我想聽李白,(3 5 song)
我要聽鄧紫棋的歌,(3 6 artist)
學貓叫,(0 3 song)
我要聽熱門歌曲,(3 5 keyword)
我要聽于文文的歌,(3 6 artist)
我要聽林俊傑的歌,(3 6 artist)
我要聽韓語排行榜,(3 5 language)
涼涼,(0 2 song)
兩隻老虎,(0 4 song)
兩隻老虎,(0 4 song)
我要聽恭喜呀恭喜發要發大財好運男童哎呀來來,(17 19 song)
我要聽江蕙的歌,(3 5 artist)
我要聽買榜,(3 5 song)
我要聽張惠妹的歌,(3 6 artist)
我要聽節奏藍調音樂,(3 7 category)
高勝美,(0 3 artist)
兩隻老虎,(0 4 song)
我要聽古典音樂,(3 5 category)
我要聽買榜,(3 5 song)
我要聽節奏藍調音樂,(3 7 category)
我要聽愛情的模樣,(3 8 song)
我要聽梁靜茹的歌,(3 6 artist)
我要聽買榜,(3 5 song)
我要聽光年之外,(3 7 song)
我要聽come on you,(3 6 song)
我要聽歪批三國,(3 7 song)
我要聽周杰倫的歌,(3 6 artist)
我要聽陳奕迅的歌,(3 6 artist)
我要聽盧廣仲的歌,(3 6 artist)
我要聽蔡依林的歌,(3 6 artist)
我要聽你喜歡我的歌嗎,(3 10 song)
愛我你就抱抱我,(0 7 song)
我要聽天生歌姬,(3 7 album)
愛我你就抱抱我,(0 7 song)
我要聽蔡依林的歌,(3 6 artist)
我要聽熱門歌曲,(3 5 keyword)
郭富城,(0 3 artist)
愛我你就抱抱我,(0 7 song)
我要聽王力宏的歌,(3 6 artist)
我要聽買榜,(3 5 song)
播放音樂,(0 4 song)
我要聽陳綺貞的歌,(3 6 artist)
我要聽張學友的歌,(3 6 artist)
我要聽新歌,(3 5 keyword)
杜德偉,(0 3 artist)
我要聽王力宏的歌,(3 6 artist)
我要聽費玉清的歌,(3 6 artist)
我要聽新歌,(3 5 keyword)
我要聽古典音樂,(3 5 category)
我要聽薛之謙的歌,(3 6 artist)
播放一曲相思,(2 6 song)
涼涼,(0 2 song)
我要聽台語歌,(3 5 language)
我要聽鄧麗君的歌,(3 6 artist)
我要聽華語新歌,(3 5 language)
我要聽煙花易冷,(3 7 song)
播放一曲相思,(2 6 song)
黃小琥,(0 3 artist)
我要聽黃明志的歌,(3 6 artist)
沙漠駱駝,(0 4 song)
我要聽快樂頌,(3 6 song)
我要聽古典音樂,(3 5 category)
我要聽新歌,(3 5 keyword)
沙漠駱駝,(0 4 song)
播放音樂,(0 4 song)
我要聽鄧紫棋的歌,(3 6 artist)
我要聽兒歌,(3 5 song)
來首愛情的騙子我問你,(2 10 song)
我要聽粵語歌,(3 5 language)
我要聽林宥嘉的歌,(3 6 artist)
我要聽電子音樂排行榜,(3 5 category) (7 10 keyword)
播放一曲相思,(2 6 song)
我要聽鄉村音樂排行榜,(3 7 category)
喬幼,(0 2 artist)
我要聽迪士尼音樂,(3 5 song)
我要聽王力宏的歌,(3 6 artist)
我要聽林宥嘉的傻子,(3 6 artist) (7 9 song)
學貓叫,(0 3 song)
我要聽紅蜻蜓,(3 6 song)
播放一曲相思,(2 6 song)
我要聽陳綺貞的歌,(3 6 artist)
我要聽我好嗎,(3 6 song)
我要聽小野麗莎的歌,(3 7 artist)
許美靜,(0 3 artist)
流行歌曲,(0 2 keyword)
吳宗憲,(0 3 artist)
我要聽搖滾音樂,(3 5 category)
我要聽林俊傑的歌,(3 6 artist)
我要聽周杰倫的歌,(3 6 artist)
我要聽熱門歌曲,(3 5 keyword)
我要聽田馥甄的歌,(3 6 artist)
我要聽新歌,(3 5 keyword)
播放中文歌曲,(2 4 language)
播放紅髮愛德的歌,(2 6 artist)
我要聽田馥甄的歌,(3 6 artist)
我要聽光年之外,(3 7 song)
我要聽林俊傑的歌,(3 6 artist)
沙漠駱駝,(0 4 song)
我要聽熱門歌曲,(3 5 keyword)
我要聽 Alan Walker 的歌,(4 7 artist)
我要聽江蕙的歌,(3 5 artist)
我要聽新歌,(3 5 keyword)
學貓叫,(0 3 song)
我想要聽周杰倫的告白氣球,(4 7 artist) (8 12 song)
我要聽華語新歌,(3 5 language)
我要聽王菲的歌,(3 5 album)
周傳雄,(0 3 artist)
我要聽鳳飛飛的歌,(3 6 artist)
我要聽華語新歌,(3 5 language)
我要聽獨立音樂,(3 5 category)
我要聽童話故事,(3 7 audiobook_category)
我要聽鄧麗君的歌,(3 6 artist)
我要聽買榜,(3 5 song)
黃鶯鶯,(0 3 artist)
我要聽鳳飛飛的歌,(3 6 artist)
愛我你就抱抱我,(0 7 song)
我要聽嘻哈音樂,(3 5 category)
我要聽梁靜茹的歌,(3 6 artist)
李玟,(0 2 artist)
我要聽鳳飛飛的歌,(3 6 artist)
我要聽歪批三國,(3 7 song)
我要聽愛情的模樣,(3 8 song)
我要聽爵士音樂,(3 5 category)
我要聽 Misia 的歌,(4 7 song)
我要聽宇多田光的歌,(3 7 artist)
羅時豐的歌曲,(0 3 artist)
我要聽周杰倫的歌,(3 6 artist)
我要聽新歌,(3 5 keyword)
我要聽五月天的歌,(3 6 artist)
我要聽新歌,(3 5 keyword)
我要聽心情不好的時候適合聽的歌曲,(3 7 theme)
播放一曲相思,(2 6 song)
播放一曲相思,(2 6 song)
生僻字,(0 3 song)
我要聽吳卓源的歌,(3 6 artist)
我要聽盧廣仲的歌,(3 6 artist)
唱一首小蘋果,(3 6 song)
播放一曲相思,(2 6 song)
我要聽愛情的模樣,(3 8 song)
我要聽周杰倫的歌,(3 6 artist)
學貓叫,(0 3 song)
馬友友,(0 3 artist)
我要聽江蕙的歌,(3 5 artist)
我要聽買榜,(3 5 song)
唱一首小蘋果,(3 6 song)
聲音李翊君,(2 5 artist)
我要聽林俊傑的歌,(3 6 artist)
涼涼,(0 2 song)
可以播放青春有你嗎,(4 9 song)
我要聽入睡音樂,(3 5 theme)
我要聽紅蜻蜓,(3 6 song)
沙漠駱駝,(0 4 song)
播放葛格,(2 4 album)
我要聽留不住的故事,(3 9 song)
陳淑樺的歌,(0 3 artist)
我要聽張宇的歌,(3 5 artist)
換歌,(0 2 album)
播放一曲相思,(2 6 song)
我要聽梁靜茹的歌,(3 6 artist)
我要聽買榜,(3 5 song)
沙漠駱駝,(0 4 song)
我要聽有聲書,(0 6 general_audiobook)
萬芳,(0 2 artist)
我要聽王傑的歌,(3 5 artist)
我要聽華語新歌,(3 5 language)
我要聽獨立音樂,(3 5 category)
涼涼,(0 2 song)
我要聽我好嗎,(3 6 song)
幫我放魔法城堡,(3 7 song)
播放起風了,(2 5 song)
moon river,(0 2 song)
天秤座跟哪一個星座運勢最合的來,(0 15 song)
我要聽我好嗎,(3 6 song)
我要聽節奏藍調音樂,(3 7 category)
我要聽搖滾音樂,(3 5 category)
沙漠駱駝,(0 4 song)
來首愛情的騙子我問你,(2 10 song)
我要聽搖滾音樂,(3 5 category)
播放音樂,(0 4 song)
我要聽黃乙玲的歌,(3 6 artist)
兩隻老虎,(0 4 song)
我想聽故事,(0 5 general_audiobook)
有聲書,(0 3 general_audiobook)
我要聽華語新歌,(3 5 language)
我要聽李千娜的歌,(3 6 artist)
披頭四,(0 3 song)
愛我你就抱抱我,(0 7 song)
我要聽動力火車的歌,(3 7 artist)
播放音樂,(0 4 song)
我要聽搖滾音樂,(3 5 category)
播放音樂,(0 4 song)
我要聽台語歌,(3 5 language)
黃一琳的歌,(0 3 artist)
我要聽薛之謙的歌,(3 6 artist)
學貓叫,(0 3 song)
播放音樂,(0 4 song)
請播流行歌,(2 4 keyword)
郭德綱的節目,(0 3 artist)
我要聽光年之外,(3 7 song)
我要聽老歌,(3 5 theme)
我要聽玖壹壹的歌,(3 6 artist)
我要聽橄欖樹,(3 6 song)
我要聽走到飛,(3 6 song)
唱一首伍佰的浪人情歌,(3 5 artist) (6 10 song)
我要聽走到飛,(3 6 song)
往後餘生,(0 4 song)
我要聽陳綺貞的歌,(3 6 artist)
播放一曲相思,(2 6 song)
頑童mj一一六all that,(7 9 song)
灰姑娘,(0 3 audiobook)
我要聽鄧紫棋的歌,(3 6 artist)
我要聽鬼故事,(3 6 audiobook_category)
我要聽嘻哈音樂,(3 5 category)
伍思凱,(0 3 artist)
有聲書,(0 3 general_audiobook)
排行榜,(0 3 keyword)
伍思凱,(0 3 artist)
我要聽故事,(0 5 general_audiobook)
我要聽粵語歌,(3 5 language)
生僻字,(0 3 song)
學貓叫,(0 3 song)
鳳飛飛的心肝寶貝,(0 3 artist) (4 8 song)
我要聽熱門歌曲,(3 5 keyword)
涼涼,(0 2 song)
我要聽張雨生的歌,(3 6 artist)
我想聽快樂情境的歌,(3 5 theme)
往後餘生,(0 4 song)
聽鄧麗君的歌,(1 4 artist)
我要聽光年之外,(3 7 song)
我要聽光年之外,(3 7 song)
我要聽米希亞的歌,(4 8 song)
我要聽煙花易冷,(3 7 song)
我要聽新歌,(3 5 keyword)
李翊君,(0 3 artist)
我要聽快樂的音樂,(3 6 song)
我要聽情歌精選,(3 5 theme)
幫我播放大自然音樂,(4 9 artist)
我想聽無言的結局,(3 8 song)
多少內存設置進場,(1 8 song)
我要聽我好嗎,(3 6 song)
醬我要,(0 3 album)
我要聽英文版的綠野仙蹤,(3 5 audiobook) (7 11 audiobook)
我要聽獨立音樂,(3 5 category)
小小我要聽真tam,(0 7 song)
我要聽王力宏的歌,(3 6 artist)
浪子的心情,(0 5 song)
我要聽動力火車的歌,(3 7 artist)
我要聽睡眠音樂,(3 5 theme)
播熱門歌曲,(1 3 keyword)
兩隻老虎,(0 4 song)
我要聽田馥甄的歌,(3 6 artist)
播放起風了,(2 5 song)
我要聽日文歌,(3 5 language)
愛我你就抱抱我,(0 7 song)
播放一曲相思,(2 6 song)
播放輕音樂,(2 5 category)
我要聽 ONE OK ROCK 的歌,(4 9 artist)
黃小琥,(0 3 artist)
蘇永康,(0 3 artist)
我要聽費玉清的晚安曲,(3 6 artist) (7 10 song)
我要聽新歌,(3 5 keyword)
我要聽薛之謙的紳士,(3 6 artist) (7 9 album)
我要聽八度空間,(3 7 album)
播放一曲相思,(2 6 song)
我要聽鄧麗君的歌,(3 6 artist)
我要聽費玉清的歌,(3 6 artist)
我要聽玖壹壹的歌,(3 6 artist)
輕音樂,(0 3 category)
心經,(0 2 song)
沙漠駱駝,(0 4 song)
我要聽江蕙的歌,(3 5 artist)
我要聽童安格的歌,(3 6 artist)
我要聽 lady gaga 的歌,(4 7 artist)
我要聽浪漫的音樂,(3 5 theme)
康康,(0 2 artist)
兩隻老虎,(0 4 song)
我要聽張雨生的歌,(3 6 artist)
涼涼,(0 2 song)
馬友友,(0 3 artist)
我要聽新歌,(3 5 keyword)
孫露的月光小夜曲,(0 2 artist) (3 8 song)
我要聽林憶蓮的歌,(3 6 artist)
我要聽莫文蔚的歌,(3 6 artist)
我要聽新歌,(3 5 keyword)
播放起風了,(2 5 song)
我要聽搖滾音樂,(3 5 category)
我想要聽周杰倫的告白氣球,(4 7 artist) (8 12 song)
唱一首小蘋果,(3 6 song)
播放音樂,(0 4 song)
請播a cool的,(3 5 song)
我要聽熱門歌曲,(3 5 keyword)
兩隻老虎,(0 4 song)
播放一曲相思,(2 6 song)
我要聽葉啟田的歌,(3 6 artist)
播放一曲相思,(2 6 song)
我要聽鄧麗君的歌,(3 6 artist)
我要聽歪批三國,(3 7 song)
播放一曲相思,(2 6 song)
我要聽費玉清的歌,(3 6 artist)
我要聽黃明志的歌,(3 6 artist)
鳳飛飛一道彩虹,(0 3 artist)
我要聽愛人的如煙,(3 5 song)
我要聽梁靜茹的歌,(3 6 artist)
我要聽晚餐聽的音樂,(3 5 theme)
兩隻老虎,(0 4 song)
青春修煉手冊,(0 6 song)
兩隻老虎,(0 4 song)
我要聽英文歌,(3 5 language)
胡彥斌,(0 3 artist)
機器的歌曲,(0 5 song)
播放一曲相思,(2 6 song)
我要聽陳奕迅的歌,(3 6 artist)
我要聽周興哲的歌,(3 6 artist)
我要聽陳綺貞的歌,(3 6 artist)
我要聽鄧麗君的歌,(3 6 artist)
我要聽江蕙的歌,(3 5 artist)
播放紅髮愛德的歌,(2 6 artist)
我要聽電子音樂,(3 5 category)
大小電視劇過來,(2 5 album)
我要聽我好嗎,(3 6 song)
我要聽小蘋果,(3 6 song)
我要聽徐,(0 4 song)
播放一曲相思,(2 6 song)
凉凉,(0 2 song)
我要聽張雨生的歌,(3 6 artist)
播放韓語歌,(2 4 language)
我要聽愛的生活,(3 7 song)
我要聽茄子蛋的歌,(3 6 artist)
不要唱了,(0 2 song)
我要聽華語新歌,(3 5 language)
播放八三夭致青春,(2 5 artist)
我要聽新歌,(3 5 keyword)
我要聽故事,(0 5 general_audiobook)
播放音樂,(0 4 song)
我要聽周杰倫的歌,(3 6 artist)
我要聽對面的女孩看過來,(3 11 song)
大悲咒,(0 3 song)
我要播戴佩妮的怎樣,(3 6 artist) (7 9 song)
我要聽江蕙的歌,(3 5 artist)
我要聽熱門歌曲,(3 5 keyword)
我要聽嘻哈排行榜,(3 5 category)
播放一曲相思,(2 6 song)
我要聽孫悟空觸犯天條,(3 10 audiobook)
播放音樂,(0 4 song)
我要聽鄧麗君的歌,(3 6 artist)
我要聽王力宏的歌,(3 6 artist)
我要聽張雨生的歌,(3 6 artist)
播放音樂,(0 4 song)
往後餘生,(0 4 song)
本是同根生下一季,(5 8 song)
我要聽我好嗎,(3 6 song)
我要聽搖滾音樂,(3 5 category)
我要聽歪批三國,(3 7 song)
我要聽嘻哈排行榜,(3 5 category)
我要聽三隻小豬,(3 7 audiobook)
播放牛仔,(2 4 song)
播放一曲相思,(2 6 song)
我要聽相聲,(3 5 audiobook_category)
生僻字,(0 3 song)
幫我放秋意那一年,(5 8 song)
我要聽盜心賊,(3 6 song)
跟我說個白雪公主故事,(4 8 audiobook)
我要聽江蕙的歌,(3 5 artist)
我要聽買榜,(3 5 song)
我要聽王力宏的歌,(3 6 artist)
我要聽搖滾音樂,(3 5 category)
播放起風了,(2 5 song)
我要聽小星星,(3 6 song)
你很愛音樂,(0 3 song)
a lin 的有一種悲傷,(7 9 song)
播放南方二重唱熱門歌曲,(2 7 artist)
播放悲傷如雨,(2 6 song)
播放起風了,(2 5 song)
我要聽陳綺貞的歌,(3 6 artist)
我要聽光年之外,(3 7 song)
我要聽鬼故事,(3 6 audiobook_category)
我要聽玖壹壹的歌,(3 6 artist)
我要聽相聲,(3 5 audiobook_category)
我要聽光年之外,(3 7 song)
我要聽台語排行榜,(3 5 language)
我想聽故事,(0 5 general_audiobook)
小跳蛙,(0 3 audiobook)
黃小琥,(0 3 artist)
我要聽蔡小虎的歌,(3 6 artist)
我要聽烽火天榜,(3 7 song)
我要聽悲傷的歌曲,(3 5 theme)
播放一曲相思,(2 6 song)
中國民間,(0 4 album)
沙漠駱駝,(0 4 song)
我要聽玖壹壹的歌,(3 6 artist)
我要聽王力宏的歌,(3 6 artist)
我要聽有點野,(3 6 album)
我要聽買榜,(3 5 song)
我要聽陳奕迅的歌,(3 6 artist)
我要聽煙花易冷,(3 7 song)
我要聽pink的歌,(3 6 song)
我要聽陳綺貞的歌,(3 6 artist)
王若琳有你的快樂,(0 3 artist)
我要聽林俊傑的歌,(3 6 artist)
周傳雄,(0 3 artist)
我要聽買榜,(3 5 song)
我要聽煙花易冷,(3 7 song)
我要聽華語新歌,(3 5 language)
